Article_Name	Revision_Tag	Revision_Length	BLEU_Score	Section_Src	Line_No_Src	Source_Line	Section_Tgt	Line_No_Tgt	Target_Line	edit_distance
Calculate_Return_on_Equity_(ROE).txt	Inside_Revisions	3	0.87	### Evaluating the Health of a Company	1859	However the ROA will be lower because you are dividing net income by total assets.	### Evaluating the Health of a Company	1919	So, the ROA will be lower because you are dividing net income by total assets.	6
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Begin_Revisions	3	0.597	## Steps	138	And keep adding and chating with famous guys..	## Steps	178	And keep adding and chatting with famous guys..	1
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.45	## Steps	932	And keep adding and chatting with famous guys..	## Steps	973	And keep adding and chatting with famous guys.. Another way is to participate in adding games.	47
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.368	## Steps	2336	And keep adding and chatting with famous guys.. Another way is to participate in adding games.	## Steps	2375	Another way is to participate in adding games.	48
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Begin_Revisions	3	0.861	## Warnings	154	Dont be a bitch! You have to be nice and kind with all.	## Warnings	194	Don't be a bitch! You have to be nice and kind with all.	1
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.762	## Warnings	354	Don't be a bitch! You have to be nice and kind with all.	## Section::::Tips.	397	Don't be a mean person! You have to be nice and kind with all.	11
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.713	## Section::::Tips.	397	Don't be a mean person! You have to be nice and kind with all.	## Warnings	436	Don't be mean! You have to be nice and kind with all.	9
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Begin_Revisions	3	0.41100000000000003	## Tips	303	Your profile informations must be original.	## Tips	343	Your profile information's must be original.	1
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.515	## Tips	4436	Your profile information's must be original.	## Tips	4478	Your profile information must be original.	2
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.7020000000000001	## Steps	2329	Choose an Alternate name, something that express your thoughts.	## Steps	2368	Choose an Alternate name, something that expresses your thoughts.	2
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Begin_Revisions	3	0.8740000000000001	## Steps	966	"If your name is ""Jessica Limpson"" your username could be like this: ""Jessy LmSon""."	## Steps	1007	"If your name is ""Jessica Limpson"" your username could be like this: ""Jessy LmS0n""."	1
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.7070000000000001	## Tips	2344	Also, write nice things about you.	## Tips	2383	Also, write nice things about yourself.	5
Become_Famous_on_Facebook_and_Get_a_Lot_of_Likes.txt	Inside_Revisions	3	0.828	## Steps	2330	Choose a nice place, with good light, and a good quality camera. .	## Steps	2369	Choose a nice place, with good light, and use a good quality camera. .	4
Blow_Smoke_from_Your_Mouth_Without_Using_a_Cigarette.txt	Begin_Revisions	3	0.7020000000000001	## Steps	319	Remember, you can't breathe while doing this feat.	## Steps	349	Remember, you can't breathe while performing this feat.	6
Blow_Smoke_from_Your_Mouth_Without_Using_a_Cigarette.txt	Inside_Revisions	3	0.41700000000000004	Intro	2090	This trick is sure to win a lot of appreciation once mastered!	Intro	2126	This trick is sure to win a lot of appreciation once mastered! Even if you can't get it the first time keep trying!!!!	56
Blow_Smoke_from_Your_Mouth_Without_Using_a_Cigarette.txt	Inside_Revisions	3	0.499	## Steps	2782	When you feel the pressure on your cheeks slowly release the pressurized air from your mouth and Voila! Smoke comes out of your mouth!	## Steps	2818	When you feel the pressure on your cheeks, slowly release the pressurized air from your mouth.	43
Be_a_Metalhead.txt	Begin_Revisions	3	0.779	## Steps	1215	First and foremost, realize that the amount of musicianship required to write and play most metal is astounding.	## Steps	1255	Realize that the amount of musicianship required to write and play most metal is astounding.	21
Be_a_Metalhead.txt	Inside_Revisions	3	0.45899999999999996	## Steps	5148	Realize that the amount of musicianship required to write and play most metal is astounding.	## Steps	5198	Realize that the amount of musy]] most metal is astounding.	36
Be_a_Metalhead.txt	Inside_Revisions	3	0.578	## Steps	5723	Realize that the amount of musy]] most metal is astounding.	## Steps	5778	Realize that the amount of musical talent in most metal is astounding.	14
Be_a_Metalhead.txt	Begin_Revisions	3	0.937	## Steps	1217	A good idea is to find someone you know is a metal head and just ask him/her if you can borrow a few CD's or just ask if you can listen to thier headphones.	## Steps	1258	A good idea is to find someone you know is a metal head and just ask him/her if you can borrow a few CD's or just ask if you can listen to their headphones.	2
Be_a_Metalhead.txt	Inside_Revisions	3	0.903	## Steps	3850	A good idea is to find someone you know is a metal head and just ask him/her if you can borrow a few CD's or just ask if you can listen to their headphones.	## Steps	3901	A good idea is to find someone you know is a metal head and just ask him/her if you can borrow a few CDs or just ask if you can listen to their headphones.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.9	## Steps	4301	A good idea is to find someone you know is a metal head and just ask him/her if you can borrow a few CDs or just ask if you can listen to their headphones.	## Steps	4351	A good idea is to find someone you know is a metalhead and just ask him/her if you can borrow a few CDs or just ask if you can listen to their headphones.	1
Be_a_Metalhead.txt	Begin_Revisions	3	0.379	## Tips	1397	There are many subgenres of metal, and a great variation of vocal styles among them.	## Tips	1440	There are many subgenres of metal, (speed and thrash, glam power, death, black, doom, grindcore, industrial, new wave) and a great variation of vocal styles among them.	84
Be_a_Metalhead.txt	Inside_Revisions	3	0.932	## Tips	1440	There are many subgenres of metal, (speed and thrash, glam power, death, black, doom, grindcore, industrial, new wave) and a great variation of vocal styles among them.	## Tips	1483	There are many subgenres of metal, (speed and thrash, glam, power, death, black, doom, grindcore, industrial, new wave) and a great variation of vocal styles among them.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.693	## Tips	3156	There are many subgenres of metal, (speed and thrash, glam, power, death, black, doom, grindcore, industrial, new wave) and a great variation of vocal styles among them.	## Tips	3204	There are many subgenres of metal, (speed or thrash, glam, power, death, black, doom) and a great variation of vocal styles among them.	36
Be_a_Metalhead.txt	Begin_Revisions	3	0.735	## Warnings	1576	After all metal is one of the coolest genres of music.	## Warnings	1620	After all metal is one of the greatest genres of music.	5
Be_a_Metalhead.txt	Inside_Revisions	3	0.7909999999999999	## Warnings	3615	After all metal is one of the greatest genres of music.	## Warnings	3666	After all, metal is one of the greatest genres of music.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.43	## Warnings	5582	After all, metal is one of the greatest genres of music.	## Warnings	5637	After all, metal is the greatest genre of music.	8
Be_a_Metalhead.txt	Begin_Revisions	3	0.532	## Warnings	2026	Some metal is even fast, some is slow.	## Warnings	2071	Some metal is even fast, (Progressive Metal) some is slow.	20
Be_a_Metalhead.txt	Inside_Revisions	3	0.568	## Warnings	2071	Some metal is even fast, (Progressive Metal) some is slow.	## Warnings	2116	Some metal is even fast, (Progressive Metal) and some is slow (Doom Metal).	17
Be_a_Metalhead.txt	Inside_Revisions	3	0.852	## Warnings	2116	Some metal is even fast, (Progressive Metal) and some is slow (Doom Metal).	## Warnings	2161	Some metal is fast, (Progressive Metal) and some is slow (Doom Metal).	5
Be_a_Metalhead.txt	Begin_Revisions	3	0.642	## Tips	2573	Examples of this include Within Temptation, Epica, and After Forever.	## Tips	2620	Examples of this include Within Temptation, Lacuna Coil, Evanescense, Epica, and After Forever.	26
Be_a_Metalhead.txt	Inside_Revisions	3	0.8390000000000001	## Tips	3156	Examples of this include Within Temptation, Lacuna Coil, Evanescense, Epica, and After Forever.	## Tips	3204	Examples of this include Within Temptation, Lacuna Coil, Evanescence, Epica, and After Forever.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.7829999999999999	## Tips	3554	Examples of this include Within Temptation, Lacuna Coil, Evanescence, Epica, and After Forever.	## Tips	3605	Examples of this include Within Temptation, Nightwish, Lacuna Coil, Epica, and After Forever.	22
Be_a_Metalhead.txt	Begin_Revisions	3	0.415	## Warnings	2821	There is even Christian Metal (also by the name of unblack metal, or christian death metal)!	## Warnings	2871	There is even Christian Metal (also by the name of white metal, or christian metal)! These bands usually sing about how Jesus loves you, yes he does.	72
Be_a_Metalhead.txt	Inside_Revisions	3	0.479	## Warnings	2871	There is even Christian Metal (also by the name of white metal, or christian metal)! These bands usually sing about how Jesus loves you, yes he does.	## Warnings	2921	There is even Christian Metal (also by the name of white metal, or christian metal)!	65
Be_a_Metalhead.txt	Inside_Revisions	3	0.7170000000000001	## Warnings	2921	There is even Christian Metal (also by the name of white metal, or christian metal)!	## Warnings	2970	There is even Christian Metal (also by the name of white metal)!	20
Be_a_Metalhead.txt	Begin_Revisions	3	0.894	## Tips	4462	Find a favorite subgenre (symphonic, black, doom, gothic, power, thrash, et cetera) but experiment with them all.	## Steps	4503	Find a favorite sub-genre (symphonic, black, doom, gothic, power, thrash, et cetera) but experiment with them all.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.899	## Steps	4503	Find a favorite sub-genre (symphonic, black, doom, gothic, power, thrash, et cetera) but experiment with them all.	## Steps	4553	Find a favorite sub-genre (symphonic, black, doom, gothic, power, thrash, et cetera), but experiment with them all.	1
Be_a_Metalhead.txt	Inside_Revisions	3	0.86	## Steps	6109	Find a favorite sub-genre (symphonic, black, doom, gothic, power, thrash, et cetera), but experiment with them all.	## Steps	6162	Find a favorite sub-genre (symphonic, black, doom, Gothic, power, thrash, etc), but experiment with them all.	7
Be_a_Metalhead.txt	Begin_Revisions	3	0.8	## Steps	6581	Classic Heavy Metal: Iron Maiden, Judas Preist, White Diamond, Motorhead.	## Steps	6686	Classic Heavy Metal: Iron Maiden, Judas Priest, White Diamond, Motorhead.	2
Be_a_Metalhead.txt	Inside_Revisions	3	0.769	## Steps	8304	Classic Heavy Metal: Iron Maiden, Judas Priest, White Diamond, Motorhead.	## Steps	8404	Classic Heavy Metal: Iron Maiden, Judas Priest, White Diamond, Motorhead, Black Sabbath.	15
Be_a_Metalhead.txt	Inside_Revisions	3	0.688	## Steps	10393	Classic Heavy Metal: Iron Maiden, Judas Priest, White Diamond, Motorhead, Black Sabbath.	## Steps	10492	Classic Heavy Metal: Iron Maiden, Judas Priest, White Diamond, Motorhead, Black Sabbath, AC/DC, Led Zeppelin	21
Be_a_Metalhead.txt	Begin_Revisions	3	0.677	## Steps	8461	Viking Metal: Bathory, Enslaved, Thyfring, Finntroll	## Steps	8561	Viking Metal: Bathory, Enslaved, Thyfring, Finntroll, Turisas, Ensiferum	20
Be_a_Metalhead.txt	Inside_Revisions	3	0.696	## Steps	10251	Viking Metal: Bathory, Enslaved, Thyfring, Finntroll, Turisas, Ensiferum	## Steps	10350	Viking Metal: Amon Amarth, Bathory, Enslaved, Thyfring, Finntroll, Turisas, Ensiferum	13
Be_a_Metalhead.txt	Inside_Revisions	3	0.84	## Steps	10746	Viking Metal: Amon Amarth, Bathory, Enslaved, Thyfring, Finntroll, Turisas, Ensiferum	## Steps	10845	Viking/Folk Metal: Amon Amarth, Bathory, Enslaved, Thyfring, Finntroll, Turisas, Ensiferum	5
Be_a_Metalhead.txt	Begin_Revisions	3	0.6809999999999999	## Steps	12417	Know the difference between heavy metal and nu-metal, grunge, hard rock, and metalcore.	## Steps	12469	Know the difference between heavy metal and nu-metal, grunge, hard rock, death metal, black metal, and metalcore.	26
Be_a_Metalhead.txt	Inside_Revisions	3	0.871	## Steps	19144	Know the difference between heavy metal and nu-metal, grunge, hard rock, death metal, black metal, and metalcore.	## Steps	19237	Know the difference between heavy metal and nu-metal, hard rock, death metal, black metal, and metalcore.	8
Be_a_Metalhead.txt	Inside_Revisions	3	0.8079999999999999	## Steps	19237	Know the difference between heavy metal and nu-metal, hard rock, death metal, black metal, and metalcore.	## Steps	19330	Know the difference between heavy metal and nu-metal, hard rock, death metal, black metal, metalcore, and such.	14
Build_an_Old_School_Skateboard.txt	Begin_Revisions	3	0.9129999999999999	## Steps	10	First, develop a shape you would like to have whether it has a pointy nose or a round tail whatever you like.	## Steps	29	Develop a shape you would like to have whether it has a pointy nose or a round tail whatever you like.	8
Build_an_Old_School_Skateboard.txt	Inside_Revisions	3	0.879	## Steps	354	Develop a shape you would like to have whether it has a pointy nose or a round tail whatever you like.	## Steps	382	Develop a shape you would like to have whether it has a pointy nose or a round tail, whatever you like.	1
Build_an_Old_School_Skateboard.txt	Inside_Revisions	3	0.753	## Steps	526	Develop a shape you would like to have whether it has a pointy nose or a round tail, whatever you like.	## Steps	554	Develop a shape you would like to have whether it has a pointy nose or a round tail, whatever you like there are many old school shapes.	33
Build_an_Old_School_Skateboard.txt	Begin_Revisions	3	0.35100000000000003	## Steps	15	Now that you have cut your board, you will want to sand all the jagged edges and areas that you didnt cut quiete well, because lets face it we cant cut everything perfect.	## Steps	34	Sand all the jagged edges and areas that you didn't cut quiete well, because you won't cut everything perfect.	70
Build_an_Old_School_Skateboard.txt	Inside_Revisions	3	0.879	## Steps	134	Sand all the jagged edges and areas that you didn't cut quiete well, because you won't cut everything perfect.	## Steps	162	Sand all the jagged edges and areas that you didn't cut quiet well, because you won't cut everything perfect.	1
Build_an_Old_School_Skateboard.txt	Inside_Revisions	3	0.794	## Steps	359	Sand all the jagged edges and areas that you didn't cut quiet well, because you won't cut everything perfect.	## Steps	387	Sand all the jagged edges and areas that you didn't cut quite well, because you won't cut everything perfectly.	4
Be_a_Girl_People_Want_to_be_Friends_With.txt	Begin_Revisions	3	0.457	## Steps	287	To start out, try talking with the shy people.	## Steps	329	Ttry talking with the shy people.	13
Be_a_Girl_People_Want_to_be_Friends_With.txt	Inside_Revisions	3	0.809	## Steps	329	Ttry talking with the shy people.	## Steps	371	Try talking with the shy people.	1
Be_a_Girl_People_Want_to_be_Friends_With.txt	Inside_Revisions	3	0.489	## Steps	1407	Try talking with the shy people.	## Steps	1452	Try talking to the shy people.	3
Be_a_Girl_People_Want_to_be_Friends_With.txt	Begin_Revisions	3	0.778	## Steps	634	Sometimes you just gotta say no to hanging out and have some 'me' time.	## Steps	677	Sometimes you just got to say no to hanging out and have some 'me' time.	2
Be_a_Girl_People_Want_to_be_Friends_With.txt	Inside_Revisions	3	0.8390000000000001	## Steps	1416	Sometimes you just got to say no to hanging out and have some 'me' time.	## Steps	1462	Sometimes you just have to say no to hanging out and have some 'me' time.	4
Be_a_Girl_People_Want_to_be_Friends_With.txt	Inside_Revisions	3	0.747	## Steps	2238	Sometimes you just have to say no to hanging out and have some 'me' time.	## Steps	2297	"Sometimes you just have to say no to hanging out and have some ""me"" time."	2
Calculate_Atomic_Mass.txt	Begin_Revisions	3	0.821	### Calculate Atomic Mass	1677	Carbon has an atomic number of 6 because its nucleus has 6 protons, while oxygen has an atomic number of 8 because its nucleus has 8 protons.	### Calculate Atomic Mass	1723	Carbon has an atomic number of 6 because its nucleus has six protons, while oxygen has an atomic number of 8 because its nucleus has eight protons.	8
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.773	### Calculating Atomic Mass	5454	Carbon has an atomic number of 6 because its nucleus has six protons, while oxygen has an atomic number of 8 because its nucleus has eight protons.	### Method Two: Calculating Atomic Mass for a Specific Atom	5530	Sodium has an atomic number of 11 because its nucleus has eleven protons, while oxygen has an atomic number of 8 because its nucleus has eight protons.	14
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.821	### Calculating Atomic Mass for an Individual Atom	8257	Sodium has an atomic number of 11 because its nucleus has eleven protons, while oxygen has an atomic number of 8 because its nucleus has eight protons.	### Calculating Atomic Mass for an Individual Atom	8323	Sodium has an atomic number of 11 because its nucleus has 11 protons, while oxygen has an atomic number of 8 because its nucleus has 8 protons.	11
Calculate_Atomic_Mass.txt	Begin_Revisions	3	0.37	### Calculating Atomic Mass	5454	You can find the atomic number of any element on the periodic table.	### Method Two: Calculating Atomic Mass for a Specific Atom	5530	You can find the atomic number of any element on the periodic table - in nearly all standard periodic tables, it's the number above an element's one-or-two-letter chemical symbol.	111
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.9179999999999999	### Calculating Atomic Mass for an Individual Atom	7377	You can find the atomic number of any element on the periodic table - in nearly all standard periodic tables, it's the number above an element's one-or-two-letter chemical symbol.	### Calculating Atomic Mass for an Individual Atom	7447	You can find the atomic number of any element on the periodic table - in nearly all standard periodic tables: it's the number above an element's one-or-two-letter chemical symbol.	1
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.8640000000000001	### Calculating Atomic Mass for an Individual Atom	8257	You can find the atomic number of any element on the periodic table - in nearly all standard periodic tables: it's the number above an element's one-or-two-letter chemical symbol.	### Calculating Atomic Mass for an Individual Atom	8323	You can find the atomic number of any element on the periodic table - in nearly all standard periodic tables: it's the number above an element's 1 or 2-letter chemical symbol.	8
Calculate_Atomic_Mass.txt	Begin_Revisions	3	0.75	### Method One: Finding Atomic Mass Readings on the Periodic Table	5523	This is almost always written as a number at the bottom of the element's square, under its one or two letter chemical symbol.	### Method One: Finding Atomic Mass Readings on the Periodic Table	5607	"This is almost always written as a number at the bottom of the element's ""square"" on the table, under its one or two letter chemical symbol."	15
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.853	### Finding Atomic Mass Readings on the Periodic Table	7370	"This is almost always written as a number at the bottom of the element's ""square"" on the table, under its one or two letter chemical symbol."	### Finding Atomic Mass Readings on the Periodic Table	7440	This is almost always written as a number at the bottom of the element's square on the table, under its one or two letter chemical symbol.	2
Calculate_Atomic_Mass.txt	Inside_Revisions	3	0.617	### Finding Atomic Mass Readings on the Periodic Table	7368	One atomic mass unit is equal to 1.660538921 &times; 10 kg, or 1/12th of the mass of a standard carbon-12 isotope.	### Finding Atomic Mass Readings on the Periodic Table	7438	The standard for one atomic mass unit is equal to 1/12th of the mass of a standard carbon-12 isotope.	48
Buy_Pads_Without_Being_Embarrassed.txt	Begin_Revisions	3	0.87	## Steps	119	Don't freak out when you lift up the pads/tampons! Old ladys arn't going to jump out of no where and tut at you!	## Steps	173	Don't freak out when you lift up the pads/tampons! Old ladies aren't going to jump out of no where and tut at you!	3
Buy_Pads_Without_Being_Embarrassed.txt	Inside_Revisions	3	0.7979999999999999	## Steps	954	Don't freak out when you lift up the pads/tampons! Old ladies aren't going to jump out of no where and tut at you!	## Steps	1006	Don't freak out when you lift up the pads/tampons! Old ladies aren't going to jump out of no where and tut at you; they had periods, too!	23
Buy_Pads_Without_Being_Embarrassed.txt	Inside_Revisions	3	0.894	## Steps	4084	Don't freak out when you lift up the pads/tampons! Old ladies aren't going to jump out of no where and tut at you; they had periods, too!	## Steps	4120	Don't freak out when you lift up the pads/tampons! Old ladies aren't going to jump out of nowhere and tut at you; they had periods, too!	1
Act_Like_The_Eleventh_Doctor.txt	Begin_Revisions	3	0.95	## Steps	10	Get the aditude down! The eleventh doctor is a little bit more quirky than the tenth doctor so make sure you' act a little quirky and random like in the middle of a conversation say some completely random fact or interesting peace of Information.	## Steps	43	Get the attitude down! The eleventh doctor is a little bit more quirky than the tenth doctor so make sure you' act a little quirky and random like in the middle of a conversation say some completely random fact or interesting peace of Information.	2
Act_Like_The_Eleventh_Doctor.txt	Inside_Revisions	3	0.354	## Steps	148	Get the attitude down! The eleventh doctor is a little bit more quirky than the tenth doctor so make sure you' act a little quirky and random like in the middle of a conversation say some completely random fact or interesting peace of Information.	## Steps	190	Get the attitude down! The eleventh doctor is a little bit more quirkier than the tenth doctor so act a little quirky and random.	123
Act_Like_The_Eleventh_Doctor.txt	Inside_Revisions	3	0.8959999999999999	## Steps	825	Get the attitude down! The eleventh doctor is a little bit more quirkier than the tenth doctor so act a little quirky and random.	## Steps	859	Get the attitude down! The eleventh doctor is a little bit quirkier than the tenth doctor so act a little quirky and random.	5
Act_Like_The_Eleventh_Doctor.txt	Begin_Revisions	3	0.795	## Warnings	170	Let them learn for themselves once and a while or they may become a little cautious.	## Warnings	211	Let them learn for themselves once and a while or they may become a little cautious, or resentful.	14
Act_Like_The_Eleventh_Doctor.txt	Inside_Revisions	3	0.858	## Warnings	877	Let them learn for themselves once and a while or they may become a little cautious, or resentful.	## Warnings	911	Let them learn for themselves once in a while or they may become a little cautious, or resentful.	2
Act_Like_The_Eleventh_Doctor.txt	Inside_Revisions	3	0.9420000000000001	## Section::::Related wikiHows.	595	As with all Doctor Who characters, he cares deeply for the human beings he spends much time around and gets into all sorts of scrapes by sometimes caring too much, and other times not really getting the point! If you'd like to act like your favorite phone box traveling alien, for fancy dress for for fun, here are some pointers to help you develop your own eleventh Doctor Who style.	## Section::::Related wikiHows.	636	As with all Doctor Who characters, he cares deeply for the human beings he spends much time around and gets into all sorts of scrapes by sometimes caring too much, and other times not really getting the point! If you'd like to act like your favorite phone box traveling alien, for fancy dress, or just for fun, here are some pointers to help you develop your own eleventh Doctor Who style.	7
Build_a_Teepee_Camp_Fire.txt	Begin_Revisions	3	0.43200000000000005	## Steps	22	Is the camp fire far enough from the tents so that the tents won’t melt	## Steps	51	Criteria include: No low overhanging tree branches, these could catch fire if the flames leap, and is the camp fire far enough from the tents so that the tents won’t melt	100
Build_a_Teepee_Camp_Fire.txt	Inside_Revisions	3	0.894	### Prepare for the camp fire	927	Criteria include: No low overhanging tree branches, these could catch fire if the flames leap, and is the camp fire far enough from the tents so that the tents won’t melt	### Prepare for the Campfire	993	Criteria include: No low overhanging tree branches, these could catch fire if the flames leap, and is the Campfire far enough from the tents so that the tents won’t melt	2
Build_a_Teepee_Camp_Fire.txt	Inside_Revisions	3	0.687	### Prepare for the camp fire	933	In order to begin building the camp fire, material must be gathered that will be burned in the camp fire.	### Prepare for the Campfire	999	In order to begin building the Campfire, material must be gathered that will be burned in the Campfire.	4
Build_a_Teepee_Camp_Fire.txt	Begin_Revisions	3	0.9259999999999999	## Steps	124	First loosely place lots of tinder around the middle of the camp fire.	## Build the Fire	175	Loosely place lots of tinder around the middle of the camp fire.	7
Build_a_Teepee_Camp_Fire.txt	Inside_Revisions	3	0.856	### Build the Fire	548	Loosely place lots of tinder around the middle of the camp fire.	### Build the Fire	614	Loosely place lots of tinder around the middle of the camp fire tepee.	6
Build_a_Teepee_Camp_Fire.txt	Inside_Revisions	3	0.732	### Build the Fire	944	Loosely place lots of tinder around the middle of the camp fire tepee.	### Build the Fire	1010	Loosely place lots of tinder around the middle of the Campfire tepee.	2
Breed_Grasshoppers.txt	Begin_Revisions	3	0.888	## Steps	12	Number three, females have two little hooks near the end of there body,males don't.	## Section::::Things You'll Need.	51	Third, females have two little hooks near the end of there body,males don't.	11
Breed_Grasshoppers.txt	Inside_Revisions	3	0.828	## Section::::Things You'll Need.	90	Third, females have two little hooks near the end of there body,males don't.	## Steps	135	Remember that while females have two little hooks near the end of there body, males don't.	19
Breed_Grasshoppers.txt	Inside_Revisions	3	0.622	## Steps	2023	Remember that while females have two little hooks near the end of there body, males don't.	## Steps	2072	Remember that females have two little hooks near the end of their body, but males don't.	12
Be_a_Good_Partner_at_Spades_and_Bridge.txt	Begin_Revisions	3	0.441	## Related wikiHows	83	How to Play Bridge	## Related wikiHows	110	How to Play Spades	5
Be_a_Good_Partner_at_Spades_and_Bridge.txt	Inside_Revisions	3	0.441	## Related wikiHows	137	How to Play Spades	## Related wikiHows	167	How to Play Hearts	4
Be_a_Good_Partner_at_Spades_and_Bridge.txt	Inside_Revisions	3	0.441	## Related wikiHows	167	How to Play Hearts	## Related wikiHows	197	How to Play Pinochle	8
Be_a_Tomboy_(Teen_Girls).txt	Begin_Revisions	3	0.742	## Steps	354	Make it sound like you really don't like howq they do tht, and maybe they will help you.	## Steps	397	Make it sound like you really don't like how they do that, and maybe they will help you.	2
Be_a_Tomboy_(Teen_Girls).txt	Inside_Revisions	3	0.531	## Steps	3408	Play boyish games like Mario, Minecraft, and other games like that.	## Steps	3450	Play boyish games like Super Mario, Call of Duty, and other games like that.	17
Be_a_Tomboy_(Teen_Girls).txt	Inside_Revisions	3	0.716	## Steps	4136	Play boyish games like Super Mario, Call of Duty, and other games like that.	## Steps	4181	Play boyish games like Red Dead Redemption, Call of Duty, and other games like that.	15
Be_a_Tomboy_(Teen_Girls).txt	Begin_Revisions	3	0.43200000000000005	## Section::::Related wikiHows.	1433	' Read on!	## Section::::Related wikiHows.	1477	Read on!	2
Be_a_Tomboy_(Teen_Girls).txt	Inside_Revisions	3	0.5870000000000001	## Steps	4004	They may introduce you to other tomboys and boys and tough girls who are experienced with being a tomboy!	## Steps	4048	They may introduce you to other tomboys and boys and tough girls who are experienced with being a tomboy! If you are to friendly just correct them that you dont like them	65
Be_a_Tomboy_(Teen_Girls).txt	Inside_Revisions	3	0.899	## Steps	4137	They may introduce you to other tomboys and boys and tough girls who are experienced with being a tomboy! If you are to friendly just correct them that you dont like them	## Steps	4182	They may introduce you to other tomboys and boys and tough girls who are experienced with being a tomboy! If you are to friendly just correct them that you don't like them	1
Be_a_Little_Angel.txt	Begin_Revisions	3	0.772	## Steps	117	if you have a annoying brother or sister then just ignorer them cos they soon get tired of annoying you.	## Steps	152	if you have a annoying brother or sister then just ignore them because they soon get tired of annoying you.	6
Be_a_Little_Angel.txt	Inside_Revisions	3	0.528	## Steps	152	if you have a annoying brother or sister then just ignore them because they soon get tired of annoying you.	## Steps	187	If you have a annoying brother or sister, ignore them because they soon get tired of annoying you, if you don't give them their desired attention.	59
Be_a_Little_Angel.txt	Inside_Revisions	3	0.91	## Steps	225	If you have a annoying brother or sister, ignore them because they soon get tired of annoying you, if you don't give them their desired attention.	## Steps	250	If you have an annoying brother or sister, ignore them because they soon get tired of annoying you, if you don't give them their desired attention.	1
Become_a_RuneScape_Range_Pure.txt	Begin_Revisions	3	0.76	## Steps	10	People might get scared of the name, so they'll team with you, or just hop(leave current world, and log into another world).	## Steps	52	People might get scared of the name, so they'll team with you, or just hop(leave current world, and log into another world), or try to start things with you.	33
Become_a_RuneScape_Range_Pure.txt	Inside_Revisions	3	0.46	## Steps	680	People might get scared of the name, so they'll team with you, or just hop(leave current world, and log into another world), or try to start things with you.	## Steps	732	But if you find a better name like: e.g 10th__Wonder (in the game, you wont see the underscore), people might be scared of that name, so they'll probably team up with you, or just hop(leave current world, and log into another world), or try to start things with you.	114
Become_a_RuneScape_Range_Pure.txt	Inside_Revisions	3	0.946	## Steps	2034	But if you find a better name like: e.g 10th__Wonder (in the game, you wont see the underscore), people might be scared of that name, so they'll probably team up with you, or just hop(leave current world, and log into another world), or try to start things with you.	## Steps	2081	But if you find a better name like: e.g 10th__Wonder (in the game, you won't see the underscore), people might be scared of that name, so they'll probably team up with you, or just hop(leave current world, and log into another world), or try to start things with you.	1
Become_a_RuneScape_Range_Pure.txt	Begin_Revisions	3	0.379	## Tips	701	Use Trout-Salmon when your a low level, use lobsters when your around lvl 20, because the Mage Pures(Magic Pure) hits up to 12.	## Tips	757	Use Trout-Salmon when you're a low level, use lobsters when your around lvl 20 which you will be, because the Mage Pures(Magic Pure) hits up to 16 or as high as 38+ if they use Ancient Magiks (if a Ancient Magick mage attacks you run away!!).	116
Become_a_RuneScape_Range_Pure.txt	Inside_Revisions	3	0.956	## Tips	757	Use Trout-Salmon when you're a low level, use lobsters when your around lvl 20 which you will be, because the Mage Pures(Magic Pure) hits up to 16 or as high as 38+ if they use Ancient Magiks (if a Ancient Magick mage attacks you run away!!).	## Tips	813	Use Trout-Salmon when you're a low level, use lobsters when your around lvl 20 which you will be, because the Mage Pures(Magic Pure) hits up to 16 or as high as 38+ if they use Ancient Magiks (if a Ancient Magick mage attacks you, run away!!).	1
